name,industry,subVertical,city,totalRaisedUSD,fundingRounds,firstFunded,lastFunded
Nukkad Shops,Consumer Internet & Tech,Hyperlocal Grocery Delivery Service,Hyderabad,1000000.0,1,2016-03-09,2016-03-09
NumberMall,,,,10000000.0,1,2015-01-06,2015-01-06
Numeroseven,Consumer Internet & Tech,An Artificial Intelligence-Based Recruitment Platform,Kolkata,0.0,1,2018-06-29,2018-06-29
Nurturey,Consumer Internet & Tech,Parenting Mobile App,Delhi,455000.0,2,2015-01-07,2017-02-13
Nuvepro,Consumer Internet & Tech,Managed Cloud Environment Solutions,Mumbai,400000.0,1,2017-11-21,2017-11-21
NxtGen,Other,,Bangalore,13500000.0,1,2015-07-01,2015-07-01
Nykaa,Consumer Internet & Tech,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,214000000.0,6,2015-10-05,2018-09-05
ONN Bikes,Consumer Internet & Tech,Self riding bike rental program,Mumbai,692000.0,2,2016-12-05,2017-11-20
ORIGA Leasing,Other,,Mumbai,1100000.0,1,2015-10-28,2015-10-28
OUWT,Other,,Mumbai,150000.0,1,2015-11-20,2015-11-20
OYO Rooms,Consumer Internet & Tech,Branded budget hotels marketplace,Gurgaon,285000000.0,3,2015-03-25,2017-09-13
OYOfit,Consumer Internet & Tech,Fitness Services Aggregator platform,Bangalore,0.0,1,2016-04-19,2016-04-19
Obino,Healthtech,Weigh Loss Coaching,Mumbai,0.0,1,2016-01-13,2016-01-13
Observe AI,Consumer Internet & Tech,AI Based Solutions Platform,Bangalore,8000000.0,1,2018-08-13,2018-08-13
Octo.ai,Consumer Internet & Tech,Artificial Intelligence based marketing platform,Delhi,200000.0,1,2016-08-23,2016-08-23
OfBusiness,Consumer Internet & Tech,B2B Finance & Fulfilment Network,Gurgaon,19900000.0,3,2016-02-25,2017-10-27
Ofbusiness,Fintech,Online Lending Platform For SME,Gurgaon,29000000.0,1,2018-07-17,2018-07-17
Oglas,Consumer Internet & Tech,Mobile Advertising App,Noida,0.0,1,2017-02-24,2017-02-24
Oho Shop,Consumer Internet & Tech,eCommerce Mobile App Builder,Ahmedabad,6700000.0,1,2017-03-03,2017-03-03
Oi Media,Consumer Internet & Tech,SAAS Based Media Marketing platform,Delhi,0.0,1,2017-01-16,2017-01-16
OkCredit,Fintech,Financial Services,Gurgaon,15500000.0,1,2019-06-10,2019-06-10
Ola,Consumer Internet & Tech,Cab Aggregation App,Bangalore,984500000.0,4,2015-11-18,2017-06-14
Ola Cabs,Logistics & Transport,Cabs,Bangalore,669700000.0,8,2015-07-01,2019-07-03
Ola Electric,Logistics & Transport,Cabs,Bangalore,0.0,1,2019-05-06,2019-05-06
Olacabs,Logistics & Transport,,Bangalore,400000000.0,1,2015-04-08,2015-04-08
Oliveboard,Consumer Internet & Tech,Online exam practice & preparation platform,Bangalore,0.0,1,2016-04-19,2016-04-19
Olly Credit,Consumer Internet & Tech,Credit + payment mobile app,Delhi,0.0,1,2017-10-27,2017-10-27
Omnia Information,Consumer Internet & Tech,WiFi Analytics Platform,Delhi,3000000.0,1,2017-11-15,2017-11-15
Omnify,Consumer Internet & Tech,SaaS platform for SMEs,Bangalore,150000.0,1,2017-04-10,2017-04-10
Omnikart,E-Commerce,,Mumbai,100000.0,1,2015-07-17,2015-07-17
OncoStem,Healthtech,Medical Diagnostic Solutions,Bangalore,6000000.0,1,2017-09-06,2017-09-06
One Labs,Consumer Internet & Tech,Consumer Technology and Artificial Intelligence Based Aggregator App,,0.0,1,2018-03-20,2018-03-20
OneAssist,Consumer Internet & Tech,Credit card fraud protection,Mumbai,7500000.0,2,2015-08-12,2017-06-21
OneClickWash,Consumer Internet & Tech,Online Laundry & Washing service Booking & Delivery,Gurgaon,0.0,1,2016-03-21,2016-03-21
OneStepUp,Consumer Internet & Tech,Education Technology platform,Delhi,336000.0,1,2017-10-09,2017-10-09
Oneway.cab,Consumer Internet & Tech,Taxi Rental Platform,Vadodara,450000.0,1,2016-06-15,2016-06-15
OnlineRTI,Other,,Bangalore,150000.0,1,2015-12-11,2015-12-11
OnlineTyari,Other,,Gurgaon,770000.0,1,2015-09-10,2015-09-10
Onspoon,Consumer Internet & Tech,Online Platform for Event Sponsorship,Mumbai,150000.0,1,2016-06-21,2016-06-21
Oorjan,Consumer Internet & Tech,rooftop solar platform,Mumbai,450000.0,1,2017-10-05,2017-10-05
OpenApp,Consumer Internet & Tech,IoT based Tech Startup,Bangalore,3600000.0,1,2017-11-08,2017-11-08
OpenTap,Fintech,Online Lending Platform,Chennai,450000.0,1,2018-05-02,2018-05-02
Opinio,Logistics & Transport,,Bangalore,8300000.0,2,2015-07-28,2015-10-20
OptaCredit,Fintech,Alternative Lending,Chennai,4000000.0,1,2018-01-22,2018-01-22
Orahi,Consumer Internet & Tech,Carpooling Mobile App,Gurgaon,520000.0,1,2016-01-14,2016-01-14
OrangeTwig,Consumer Internet & Tech,Social Media Marketing platform,Delhi,1000000.0,1,2016-10-26,2016-10-26
Organicshop,E-Commerce,Marketplace for organic products,Jaipur,0.0,1,2016-04-15,2016-04-15
Oriano Solar,Consumer Internet & Tech,Turnkey Solar Solutions,Mumbai,3000000.0,1,2017-03-31,2017-03-31
Origo Commodities India Pvt. Ltd,Logistics & Transport,Supply Chain,Hyderabad,11000000.0,1,2018-10-02,2018-10-02
Orobind,Edtech,,Bangalore,200000.0,2,2015-03-14,2015-08-17
Oust App,Consumer Internet & Tech,Competitive Exam Preparation Platform,Bangalore,0.0,1,2016-02-02,2016-02-02
Overcart.com,E-Commerce,Unboxed & refurbished electronic products marketplace,Gurgaon,3000000.0,1,2016-07-11,2016-07-11
OyBob,E-Commerce,Hyperlocal Products & Services marketplace,Gurgaon,0.0,1,2016-02-10,2016-02-10
Oyo,Consumer Internet & Tech,Online Branded Budget Room Booking Service,Delhi,100000000.0,1,2016-04-11,2016-04-11
Oyo Rooms,Consumer Internet & Tech,Branded Budget Hotels Aggregator,Gurgaon,350000000.0,2,2015-07-15,2017-04-24
OyoRooms,Healthtech,Budget Rooms,Gurgaon,162000000.0,2,2016-08-16,2018-02-14
Oyorooms,Real Estate & PropTech,,Delhi,100000000.0,1,2015-08-03,2015-08-03
POPxo,Consumer Internet & Tech,Women Focussed Digital Media Platform,Delhi,8600000.0,2,2017-03-16,2018-04-26
POPxo.com,Media & Entertainment,,Delhi,2000000.0,1,2015-11-06,2015-11-06
PParke,Consumer Internet & Tech,Parking Solutions mobile app,Bangalore,0.0,1,2017-01-19,2017-01-19
Paalak,E-Commerce,Fresh Produce Selling portal,Delhi,0.0,1,2017-03-01,2017-03-01
Padhopadhao,Consumer Internet & Tech,Home Tutors search & Discovery,Delhi,0.0,1,2016-06-23,2016-06-23
Paintcollar,E-Commerce,,Mumbai,0.0,1,2015-09-17,2015-09-17
PaisaDukan,Consumer Internet & Tech,P2P Lending Platform,Mumbai,225000.0,1,2018-05-07,2018-05-07
PaisaWapas,Consumer Internet & Tech,Cashback & Coupons platform,Bangalore,0.0,1,2017-01-13,2017-01-13
Pando,Logistics & Transport,"Open-market, freight management platform",Chennai,9000000.0,1,2020-01-13,2020-01-13
Pandorum Technologies,Consumer Internet & Tech,3D printed experimental Human Liver tissue creator,Bangalore,0.0,1,2016-12-26,2016-12-26
Paper Boat,Food & Beverage,,Gurgaon,30000000.0,1,2015-07-06,2015-07-06
Paperflite,Consumer Internet & Tech,IT,Chennai,400000.0,1,2018-01-22,2018-01-22
ParaBlu,Consumer Internet & Tech,Cloud Data Security & Privacy Solutions,Bangalore,500000.0,1,2016-06-24,2016-06-24
Parallel Dots,Consumer Internet & Tech,AI-powered deep learning solutions,Gurgaon,1400000.0,1,2017-10-10,2017-10-10
Parcelled,Logistics & Transport,,Bangalore,5000000.0,2,2015-07-01,2015-10-26
Parentlane,Consumer Internet & Tech,Social Platform for babycare and parenting,Bangalore,0.0,2,2016-05-18,2016-09-23
Parentune,Consumer Internet & Tech,Online Community for Parents,Gurgaon,0.0,1,2017-03-08,2017-03-08
Park Easy,Consumer Internet & Tech,Machine learning based parking discovery,Kolkata,118000.0,1,2017-10-23,2017-10-23
Pastiwala,Other,,Vadodara,4000000.0,1,2015-04-20,2015-04-20
Patel Logistics,Logistics & Transport,,Mumbai,5600000.0,1,2015-12-01,2015-12-01
PayMango,Other,,Gurgaon,234000.0,1,2015-06-09,2015-06-09
PaySense,Consumer Internet & Tech,Online Consumer Lending Platform,Mumbai,18000000.0,1,2018-07-21,2018-07-21
Paynear,Other,,Hyderabad,2500000.0,1,2015-12-10,2015-12-10
Paysense,Consumer Internet & Tech,Online Lending platform,Mumbai,5300000.0,1,2017-05-17,2017-05-17
Paytm,Fintech,Mobile Wallet,Noida,3148950000.0,7,2015-02-05,2019-11-25
Paytm Marketplace,E-Commerce,ECommerce Marketplace,Bangalore,200000000.0,1,2017-03-03,2017-03-03
Paytunes,Consumer Internet & Tech,Mobile based rewards platform,Delhi,500000.0,2,2015-11-04,2016-06-10
PeeBuddy,Healthtech,Female Hygiene product manufacturer,Delhi,443000.0,1,2017-03-10,2017-03-10
PeeSafe,Healthtech,Hygiene,Gurgaon,1000000.0,1,2018-01-30,2018-01-30
PeeSafe.in,Healthtech,Hygiene care product manufacturer,Delhi,1000000.0,1,2017-06-12,2017-06-12
Peel Works,Consumer Internet & Tech,SaaS based Big Data Analytics Platform,Mumbai,0.0,1,2017-12-19,2017-12-19
PepperTap,Food & Beverage,,Gurgaon,10000000.0,2,2015-02-25,2015-04-15
Pepperfry,Consumer Internet & Tech,Online Furniture Shopping Store,Mumbai,169700000.0,3,2015-07-28,2018-03-08
Peppertap,Food & Beverage,,Gurgaon,40000000.0,2,2015-09-29,2015-12-21
Perfios,Consumer Internet & Tech,Fin-Tech Solutions,Bangalore,6100000.0,1,2017-04-04,2017-04-04
Perfumery,E-Commerce,Fragrances & Perfume eTailer,Delhi,30000.0,1,2016-02-04,2016-02-04
Perspectico,Consumer Internet & Tech,Placement preparation and career growth training platform,Delhi,0.0,1,2017-11-17,2017-11-17
PetSutra,Consumer Internet & Tech,Online Pet Care Products,Gurgaon,148434.0,1,2018-02-15,2018-02-15
Petoo,Consumer Internet & Tech,Food Delivery Platform,Bangalore,1500000.0,2,2016-04-06,2016-08-04
PharmEasy,Consumer Internet & Tech,Online Pharmacy Store,Mumbai,18000000.0,2,2017-04-07,2018-03-01
PharmaRack,Consumer Internet & Tech,SAAS application for Pharma Industry,Pune,745000.0,1,2016-09-22,2016-09-22
Pharmeasy,Consumer Internet & Tech,Online Marketplace For Pharmaceutical Products,Mumbai,5500000.0,1,2018-09-11,2018-09-11
Phone Pe,Consumer Internet & Tech,UPI Payments App,Bangalore,66000000.0,1,2018-08-08,2018-08-08
Phone Warrior,Fashion & Lifestyle,,Delhi,0.0,1,2015-04-23,2015-04-23
PhonePe,Consumer Internet & Tech,Digital Wallet,Bangalore,38700000.0,1,2017-10-04,2017-10-04
Pi Data Centers,Consumer Internet & Tech,Cloud Data Center Solutions provider,Hyderabad,23000000.0,1,2016-12-16,2016-12-16
Pi Ventures,Consumer Internet & Tech,Applied Artificial Intelligence and IoT focused Platform,Bangalore,6000000.0,1,2018-08-22,2018-08-22
PiQube,SaaS & Enterprise Tech,,Chennai,500000.0,1,2015-04-29,2015-04-29
Pianta,Consumer Internet & Tech,Online healthcare service discovery platform,Bangalore,0.0,1,2016-05-27,2016-05-27
PickMe,Consumer Internet & Tech,Gadget Insurance & Repair Services platform,Mumbai,1790000.0,1,2017-03-06,2017-03-06
PickMyLaundry,Consumer Internet & Tech,On-Demand Washing & Dry Cleaning Services,Delhi,300000.0,2,2015-08-26,2016-11-01
Pickingo,Logistics & Transport,,Delhi,1300000.0,1,2015-08-04,2015-08-04
Pickrr,Consumer Internet & Tech,Courier Logistics & Order management Solutions,Delhi,0.0,2,2015-11-18,2016-10-25
PicsDream,Consumer Internet & Tech,Online Marketplace for Photographers,Delhi,0.0,1,2016-04-01,2016-04-01
Pictor Imaging,Consumer Internet & Tech,Product Photography Mobile App,Mumbai,147000.0,1,2016-11-17,2016-11-17
Pikkol,Logistics & Transport,Relocation Service provider,Bangalore,0.0,2,2016-08-17,2016-10-28
PinClick,Consumer Internet & Tech,Online real estate listings,Bangalore,0.0,1,2016-02-29,2016-02-29
Pindropmusic,Consumer Internet & Tech,Music Discovery Mobile App,Noida,100000.0,1,2016-02-03,2016-02-03
Pine Labs,Consumer Internet & Tech,Last-mile retail transaction technology,Noida,38080000.0,1,2019-08-01,2019-08-01
PineLabs,Consumer Internet & Tech,Digital Payment Platform,Mumbai,82000000.0,1,2018-03-13,2018-03-13
Ping Digital,,,,0.0,1,2015-01-19,2015-01-19
PinkBlue,E-Commerce,Medical Supplies eTailer,Bangalore,223608.0,1,2016-03-14,2016-03-14
Pipa Bella,Fashion & Lifestyle,,Mumbai,600000.0,1,2015-07-30,2015-07-30
Pipabella,Consumer Internet & Tech,Fashion Accessories Etailer,Mumbai,1000000.0,1,2018-04-09,2018-04-09
PipeCandy,Consumer Internet & Tech,Intelligent Sales Prospecting Platform,Chennai,1100000.0,1,2017-03-08,2017-03-08
PitStop,Consumer Internet & Tech,Automobile Service Booking App,Bangalore,0.0,1,2016-01-07,2016-01-07
Pitstop,Consumer Internet & Tech,Car repair and Servicing Platform,Bangalore,1000000.0,2,2016-07-08,2017-09-27
Plabro,Real Estate & PropTech,,Delhi,350000.0,1,2015-09-18,2015-09-18
PlaceofOrigin,E-Commerce,,Bangalore,0.0,1,2015-11-19,2015-11-19
PlanMy\\nMedicalTrip,Healthtech,Medical Tourism platform,Pune,150000.0,1,2016-01-06,2016-01-06
Plancess,Edtech,,Mumbai,2000000.0,1,,
PlanetGogo,Media & Entertainment,,Gurgaon,0.0,1,2015-12-22,2015-12-22
Planys Technologies,Consumer Internet & Tech,Robotic InspectionStartup,Chennai,1040000.0,1,2018-02-26,2018-02-26
Play Your Sport,Consumer Internet & Tech,Location based Sports & Fitness Discovery App,Delhi,0.0,1,2016-05-31,2016-05-31
Play your sport,,,,16000.0,1,2015-01-19,2015-01-19
PlaySimple,Consumer Internet & Tech,Mobile Gaming portal,Bangalore,4000000.0,1,2016-11-15,2016-11-15
Playablo,Consumer Internet & Tech,Gamified Learning App,Bangalore,600000.0,1,2017-07-19,2017-07-19
Playment,Consumer Internet & Tech,Mobile Marketplace for Crowdsourced Work,Bangalore,700000.0,1,2016-07-02,2016-07-02
PlexusMD,Consumer Internet & Tech,Social Network for Healthcare Professionals,Ahmedabad,0.0,1,2016-01-22,2016-01-22
Plick,Consumer Internet & Tech,Instant Content Transfer Mobile App,Mumbai,0.0,1,2016-01-16,2016-01-16
Plix,Consumer Internet & Tech,Photo and Video Sharing App,Gurgaon,500000.0,1,2016-08-26,2016-08-26
Pluss,Healthtech,,Gurgaon,1000000.0,1,2015-11-26,2015-11-26
Pocket Aces,Consumer Internet & Tech,Digital Entertainment Company,Mumbai,3000000.0,1,2016-12-15,2016-12-15
Pocketin,Consumer Internet & Tech,Hotel reservations & Deal platform,Noida,150000.0,1,2016-02-24,2016-02-24
Pokkt,Other,,Mumbai,5000000.0,1,2015-11-03,2015-11-03
Policy Bazaar,Consumer Internet & Tech,Online insurance policy aggregator,Gurgaon,77000000.0,1,2017-10-13,2017-10-13
PolicyBazaar,Consumer Internet & Tech,Online Insurance Selling Platform,Gurgaon,267700000.0,3,2015-04-15,2018-07-06
PortDesk,Consumer Internet & Tech,Maritime Solutions,Noida,2000000.0,1,2017-06-16,2017-06-16
Portea,Healthtech,Healthcare facilities at doorstep,Bangalore,26000000.0,1,2017-11-21,2017-11-21
Portea Medical,Healthtech,,Bangalore,37500000.0,1,2015-09-21,2015-09-21
Poshtic,Consumer Internet & Tech,Online health & Wellness platform,Noida,450000.0,1,2016-09-10,2016-09-10
PosterGully,E-Commerce,,Delhi,0.0,1,2015-06-08,2015-06-08
Postman,Consumer Internet & Tech,API Platform,Bangalore,8000000.0,2,2015-05-27,2016-10-14
Power2SME,E-Commerce,Buying Club for Small Businesses,Gurgaon,57000000.0,3,2016-01-25,2017-09-06
Powerstores,E-Commerce,,Goa,0.0,1,2015-12-11,2015-12-11
Practo,Consumer Internet & Tech,Online Healthcare platform,Bangalore,85000000.0,2,2015-02-12,2017-01-17
Pragmatix,Other,,Mumbai,2400000.0,1,2015-07-30,2015-07-30
Pramati,Healthtech,Specialized Patient Care platform,Noida,200000.0,1,2016-03-17,2016-03-17
PratiLipi,Consumer Internet & Tech,Multi-Lingual self-publishing platform,Bangalore,0.0,1,2016-06-24,2016-06-24
Pratilipi,Media & Entertainment,E-Books,Bangalore,19409500.0,2,2018-02-05,2019-06-06
Predible Health,Healthtech,Cancer radiology,Bangalore,0.0,1,2018-02-28,2018-02-28
Pregbuddy,Healthtech,Connected Care App For Pregnant Women,Bangalore,0.0,1,2018-04-16,2018-04-16
Prepathon,Edtech,Competitive Exam learning platform,Mumbai,0.0,1,2016-05-03,2016-05-03
Prescribez,Consumer Internet & Tech,Health Service Aggregator Platform,Pune,145000.0,1,2016-05-01,2016-05-01
PressPlay,Travel & Hospitality,,Delhi,2200000.0,1,2015-04-07,2015-04-07
PressPlay TV,Consumer Internet & Tech,Video Content Discovery Platform,Delhi,0.0,1,2016-07-01,2016-07-01
Prest Loans,Fintech,Business & SME Loans provider,Delhi,570000.0,1,2017-11-02,2017-11-02
PrettySecrets,E-Commerce,Women Lingerie Store,Mumbai,6000000.0,1,2016-06-21,2016-06-21
PriceRaja,Consumer Internet & Tech,Price Comparison Portal,Gurgaon,300000.0,1,2016-04-11,2016-04-11
Pricejugaad,Other,,Hyderabad,165000.0,1,2015-04-07,2015-04-07
PrimaSeller,SaaS & Enterprise Tech,,Bangalore,0.0,1,2015-10-20,2015-10-20
PrimaryIO,Consumer Internet & Tech,Application Performance Acceleration,Pune,5600000.0,1,2017-09-04,2017-09-04
Prime Focus Technologies,Consumer Internet & Tech,Hybrid Cloud technology enabled Media ERP platform,Mumbai,0.0,1,2016-08-30,2016-08-30
Printland,Other,,Delhi,0.0,1,2015-06-09,2015-06-09
Printvenue,,,,4500000.0,1,2015-01-29,2015-01-29
ProcMart,Consumer Internet & Tech,Online Procurement Marketplace,Noida,0.0,1,2016-06-21,2016-06-21
Process 9,Consumer Internet & Tech,online translation and transliteration,Gurgaon,0.0,2,2015-03-12,2016-04-01
Progcap,Fintech,Supply Chain Management,Delhi,5000000.0,1,2019-08-01,2019-08-01
Project Mudra,Consumer Internet & Tech,Assisting Visually Impaired to learn through Braille,Bangalore,50000.0,1,2017-12-11,2017-12-11
Promon,E-Commerce,Local Commerce Platform,Delhi,180000.0,1,2016-09-29,2016-09-29
PropStory,Consumer Internet & Tech,Real Estate content portal,Gurgaon,0.0,1,2017-10-25,2017-10-25
PropertyShare,Consumer Internet & Tech,Fractional Proerty Ownership & Rental platform,Bangalore,0.0,1,2017-03-10,2017-03-10
PropheSee,SaaS & Enterprise Tech,,Delhi,500000.0,1,2015-12-10,2015-12-10
Propstack,SaaS & Enterprise Tech,,Mumbai,3000000.0,1,2015-06-03,2015-06-03
Prothom,Other,,Pune,2000000.0,1,2015-07-31,2015-07-31
Proviera,IoT & Hardware,,Chennai,550000.0,1,2015-06-01,2015-06-01
Proximit,Consumer Internet & Tech,Advertising Technology,Pune,150000.0,1,2016-03-15,2016-03-15
Prozo,E-Commerce,Study Material Marketplace,Gurgaon,520000.0,2,2015-09-07,2016-09-07
Pulse,Consumer Internet & Tech,Campus Social Networking App,Bangalore,500000.0,1,2016-11-30,2016-11-30
PumpKart,E-Commerce,Online Water Pumps etailer,Chandigarh,0.0,1,2017-05-18,2017-05-18
Puro Wellness,Healthtech,"Organic, Natural Food substitute manufacturer",Mumbai,37000000.0,1,2016-08-22,2016-08-22
Purple Squirrel,Edtech,,Mumbai,0.0,1,2015-04-09,2015-04-09
Purple Style Labs,Consumer Internet & Tech,Personal Styling Online platform,Mumbai,448000.0,1,2016-09-12,2016-09-12
PurpleDocs,Consumer Internet & Tech,Electronic Health care records platform,Vadodara,0.0,1,2016-09-21,2016-09-21
PurpleHealth,Consumer Internet & Tech,Online health-on-demand platform,Trivandrum,100000.0,1,2016-05-18,2016-05-18
Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,6537000.0,2,2016-07-11,2017-12-15
Purplle.com,,,,0.0,1,2015-01-06,2015-01-06
Qacco,Consumer Internet & Tech,Hotel Booking platform,Gurgaon,150000.0,1,2016-12-14,2016-12-14
Qdesq,Real Estate & PropTech,Branded Workspaces Aggregator,Gurgaon,0.0,1,2016-01-06,2016-01-06
Qik Stay,Travel & Hospitality,,Delhi,250000.0,1,2015-10-23,2015-10-23
QikPod,E-Commerce,,Bangalore,9000000.0,1,2015-11-30,2015-11-30
QikShip,Consumer Internet & Tech,Mobile based Logistics provider,Delhi,200000.0,1,2016-03-29,2016-03-29
Qlivery,Consumer Internet & Tech,Ondemand Concierge Service,Gurgaon,230000.0,2,2016-01-22,2016-03-17
Qonfuse,Consumer Internet & Tech,Online Test Papers for competitive exams,Delhi,0.0,1,2016-06-20,2016-06-20
QorQI,Healthtech,Online Healthcare provider,Noida,0.0,1,2017-04-07,2017-04-07
Qriyo,Consumer Internet & Tech,Tutor Discovery & Booking platform,Jaipur,160000.0,2,2016-01-29,2017-04-29
Qubole,Consumer Internet & Tech,Big Data based analytics platform,Bangalore,55000000.0,2,2016-01-22,2017-11-10
Quickli,Logistics & Transport,On-Demand Delivery Startup,Gurgaon,0.0,2,2015-09-28,2016-07-07
Quifers,Logistics & Transport,,Mumbai,310000.0,1,2015-10-08,2015-10-08
QuikWallet,Fintech,,Mumbai,1600000.0,1,2015-07-17,2015-07-17
Quikr,Consumer Internet & Tech,Classified Listings platform,Mumbai,230000000.0,3,2015-04-07,2016-08-19
Quinto,Food & Beverage,,Pune,0.0,1,2015-07-08,2015-07-08
Quintype,Media & Entertainment,,Bangalore,3300000.0,1,2015-09-24,2015-09-24
QwikSpec,Consumer Internet & Tech,Construction site operations and analytics platform,Bangalore,540000.0,1,2017-07-14,2017-07-14
Qwikspec,Consumer Internet & Tech,Cloud-based construction,Bangalore,300000.0,1,2017-01-18,2017-01-18
Qyk,,,,0.0,1,2015-03-13,2015-03-13
Qyk App,Other,,Bangalore,1000000.0,1,2015-08-25,2015-08-25
RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,6000000.0,1,2017-10-23,2017-10-23
REstate,Consumer Internet & Tech,Real Estate Platform,Bangalore,0.0,1,2016-06-21,2016-06-21
RKSV,Consumer Internet & Tech,Online Stock Trading Platform,Mumbai,4000000.0,1,2016-02-12,2016-02-12
RML Agtech,Consumer Internet & Tech,Agri Decision Support Solution for farmers,Pune,4000000.0,1,2017-01-25,2017-01-25
RailYatri,Consumer Internet & Tech,Online Travel Ticketing Platform,Noida,0.0,4,2015-06-30,2018-04-26
